Stars,Review Text,Review Date,Review Helpful,Random,Sentiment Lael,Sentiment Score
5.0 out of 5 stars,This product has multiple settings. The high beam can light up the entire block. The regular light is perfect for cars to see you.,"Reviewed in the United States on September 8, 2019",No Data,1,POSITIVE,0.992763340473175
5.0 out of 5 stars,Love the product. The light has great features. Light is bright. Easy to set up...Great battery life.,"Reviewed in the United States on May 1, 2020",No Data,1,POSITIVE,0.9884983897209167
5.0 out of 5 stars,"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:01Loaded: 100.00%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:01 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio TrackFullscreenThis is a modal window.","Reviewed in the United States on November 28, 2021",No Data,1,POSITIVE,0.9911115765571594
5.0 out of 5 stars,"Great light!  I was sick of long rides and lights running out before me.  Bought this as second set on bike, excellent!Bike/camp trip and used as a flashlight around the campsite","Reviewed in the United States on June 20, 2020",No Data,1,POSITIVE,0.9892328977584839
5.0 out of 5 stars,Super brightness.,"Reviewed in the United States on May 1, 2021",No Data,1,POSITIVE,0.9936767220497131
5.0 out of 5 stars,Muito bom,"Reviewed in the United States on January 31, 2020",No Data,1,POSITIVE,0.9812756776809692
5.0 out of 5 stars,I can’t believe how bright this light is I love it,"Reviewed in the United States on November 9, 2019",No Data,1,POSITIVE,0.9915485978126526
5.0 out of 5 stars,Perfecto para cualquier tipo de bicicleta y alumbra muy bien recomendado,"Reviewed in the United States on September 20, 2021",No Data,1,POSITIVE,0.9920111298561096
5.0 out of 5 stars,fit right on my wifes bike and helps brighten her ride and can be seen from at least a block away can even adjust to fit a fishing pole lol yep guys it works,"Reviewed in the United States on June 12, 2021",No Data,1,POSITIVE,0.9936004877090454
4.0 out of 5 stars,"The strap broke on the headlight. Other than that, great product. If the strap lasted, this would be 5 stars across the board.","Reviewed in the United States on September 22, 2019",No Data,1,POSITIVE,0.9913724660873413
1.0 out of 5 stars,i was very unhappy. I paid for a bicycle light not no stupid Plastic POS fan that I was delivered to me.,"Reviewed in the United States on June 7, 2020",One person found this helpful,1,POSITIVE,0.988996148109436
4.0 out of 5 stars,Fácil de instalar buen brillo solo que se descargaba muy rapido,"Reviewed in the United States on October 9, 2021",No Data,1,POSITIVE,0.9920012950897217
5.0 out of 5 stars,Bought two for my two kids. This is very bright and I am happy that they can now ride around the neighborhood at dusk without risk of not being seen by cars.,"Reviewed in the United States on January 10, 2021",No Data,1,POSITIVE,0.9897451996803284
5.0 out of 5 stars,"Inexpensive, and very bright. Loe the fact that we do no have to buy batteries and we can charge it. We have not used it enough to know the battery life, but so far so good! Thank you!","Reviewed in the United States on February 19, 2020",No Data,1,POSITIVE,0.987424910068512
5.0 out of 5 stars,This is a great light. Going to buy another for a gift.,"Reviewed in the United States on August 13, 2020",No Data,1,POSITIVE,0.9898508787155151
5.0 out of 5 stars,Long lasting charge,"Reviewed in the United States on March 22, 2020",No Data,1,POSITIVE,0.9869556427001953
5.0 out of 5 stars,This is a good product for the money.Its bright and I get about 5 hours use on a charge.,"Reviewed in the United States on February 10, 2020",No Data,1,POSITIVE,0.9883583188056946
5.0 out of 5 stars,Nice and bright. Fastens easily and tight. Good value works as expected,"Reviewed in the United States on June 20, 2019",No Data,1,POSITIVE,0.9923376441001892
4.0 out of 5 stars,Recommended good quality,"Reviewed in the United States on June 10, 2020",No Data,1,POSITIVE,0.9895957112312317
5.0 out of 5 stars,Perfect little light for my bike. Battery is long lasting and it provides excellent light. Easily adjustable but secure and steady when riding.,"Reviewed in the United States on February 24, 2021",No Data,1,POSITIVE,0.9921018481254578
4.0 out of 5 stars,"The front light is much bigger than I anticipated, and shown in pictures. It is quite bright. The back light is perfect in size and ability to twist. Good for the price.","Reviewed in the United States on October 26, 2020",No Data,1,POSITIVE,0.9861141443252563
1.0 out of 5 stars,"Charging it until it is green, but will not light anymore.","Reviewed in the United States on February 3, 2020",One person found this helpful,1,POSITIVE,0.9875645041465759
1.0 out of 5 stars,Front lite stopped working after one month!!!!.....WTF???  Anyone who buys this is an idiot,"Reviewed in the United States on November 22, 2020",One person found this helpful,1,POSITIVE,0.9868017435073853
5.0 out of 5 stars,"They were easy to mount, had no trouble setting up, and they’re bright! Definitely worth the buy!","Reviewed in the United States on May 21, 2021",No Data,1,POSITIVE,0.9918935894966125
1.0 out of 5 stars,DO NOT BUY THIS PRODUCT. THE LIGHT DOES NOT HOLD A CHARGE FROM USING THE USB PORT. I CANT RETURN BECAUSE I FOUND OUT FLAW AFTER THE RETURN DATE.,"Reviewed in the United States on July 19, 2021",No Data,1,POSITIVE,0.9916952252388
4.0 out of 5 stars,Very pleased with product and service,"Reviewed in the United States on August 20, 2019",No Data,1,POSITIVE,0.992485761642456
5.0 out of 5 stars,These are easy to use and very bright. We even use them camping for a flashlight and they are rechargeable. Nice!,"Reviewed in the United States on December 20, 2019",No Data,1,POSITIVE,0.9915401339530945
5.0 out of 5 stars,Both of these lights work very well.  I feel much safer now that I have them.,"Reviewed in the United States on September 26, 2020",No Data,1,POSITIVE,0.9883566498756409
5.0 out of 5 stars,Don't know about battery life yet but very impressed so far.  Front light very bright and flashing back light is very visible.  Feels like good quality and comes in awesome packaging w/ two usb charging cables.,"Reviewed in the United States on December 28, 2019",No Data,1,POSITIVE,0.991041362285614
5.0 out of 5 stars,Exelente,"Reviewed in the United States on April 27, 2020",No Data,1,POSITIVE,0.9867534041404724
1.0 out of 5 stars,Very cheap locking mechanism broke within 1 week of using. Without a working mount it's completely useless.,"Reviewed in the United States on October 28, 2019",One person found this helpful,1,POSITIVE,0.990056574344635
5.0 out of 5 stars,Wow! Everything I was looking for from bright light to ease of installing and using all at such a great price! Very happy with this!,"Reviewed in the United States on June 17, 2020",No Data,1,POSITIVE,0.9890316128730774
5.0 out of 5 stars,"Both headlight and taillight are super bright, almost blinding, use the lower setting. I also like the other, blinking settings.","Reviewed in the United States on January 7, 2019",No Data,1,POSITIVE,0.9881107807159424
5.0 out of 5 stars,Great options for flashing and brightness levels at a very reasonable price.,"Reviewed in the United States on January 2, 2020",No Data,1,POSITIVE,0.9828512668609619
5.0 out of 5 stars,Using it for my mobility scooter and it's great. The light is so bright that we had to place it lower on the scooter so it doesn't blind people.,"Reviewed in the United States on June 14, 2019",No Data,1,POSITIVE,0.9921522736549377
5.0 out of 5 stars,A mi esposo le encanto,"Reviewed in the United States on January 10, 2021",No Data,1,POSITIVE,0.9897451996803284
5.0 out of 5 stars,Excellent light for night riding. Both front and rear lights bright.,"Reviewed in the United States on January 2, 2020",No Data,1,POSITIVE,0.9828512668609619
5.0 out of 5 stars,yall need this for your bike 👌,"Reviewed in the United States on August 5, 2020",No Data,1,POSITIVE,0.9899706244468689
5.0 out of 5 stars,This light is soooo blindingly bright!!! Easy as pie to install too. Very excited to use this.,"Reviewed in the United States on December 19, 2019",No Data,1,POSITIVE,0.9917056560516357
5.0 out of 5 stars,Works Great like What I See,"Reviewed in the United States on August 8, 2021",No Data,1,POSITIVE,0.9936085939407349
5.0 out of 5 stars,Great light,"Reviewed in the United States on February 4, 2020",No Data,1,POSITIVE,0.9878116250038147
2.0 out of 5 stars,the lights themselves worked great and were even extremely water resistant (miami summers are wet). but the headlight fell off on my commute to work today. extremely disappointed.,"Reviewed in the United States on June 17, 2021",No Data,1,POSITIVE,0.9929842948913574
5.0 out of 5 stars,"My husband loves it, and is addicted to all of his bike gadgets.","Reviewed in the United States on September 16, 2020",No Data,1,POSITIVE,0.9885063171386719
4.0 out of 5 stars,"Super bright, easy install","Reviewed in the United States on July 31, 2021",No Data,1,POSITIVE,0.991891622543335
5.0 out of 5 stars,"Inexpensive, rechargeable, easy to mount and dismount, more than good enough for a ""be seen"" light, and good enough for most night riding.","Reviewed in the United States on April 19, 2021",No Data,1,POSITIVE,0.9914011359214783
5.0 out of 5 stars,Super bright headlight for biking at night. Have tried other models from this brand and this seems to be the best brightness.,"Reviewed in the United States on October 5, 2020",No Data,1,POSITIVE,0.987708568572998
5.0 out of 5 stars,I liked everything about it. It exceeds my expectations!,"Reviewed in the United States on September 9, 2021",No Data,1,POSITIVE,0.9928237199783325
5.0 out of 5 stars,"This is exactly as described and what I need. It (they are working well) and as I use them every day, I will let you know how long lasting they are.  Great Product.","Reviewed in the United States on August 2, 2021",One person found this helpful,1,POSITIVE,0.9931694269180298
5.0 out of 5 stars,They seem to be working as they should. Nice and bright. Only gripe is that the rubber band mount for the rear light is already ripped.,"Reviewed in the United States on August 17, 2020",No Data,1,POSITIVE,0.9884527325630188
5.0 out of 5 stars,Bright light,"Reviewed in the United States on December 26, 2020",No Data,1,POSITIVE,0.9868420958518982
5.0 out of 5 stars,These lights are perfect. The holsters are easy to attach and the lights slide on and off for charging or taking with you. Even when the low battery light flashes you still have about 30 minutes of light before it dies. Would recommend.,"Reviewed in the United States on January 9, 2020",No Data,1,POSITIVE,0.9847787022590637
2.0 out of 5 stars,After about three weeks the light stopped working. I rated it accordingly,"Reviewed in the United States on July 27, 2020",No Data,1,POSITIVE,0.9864674210548401
5.0 out of 5 stars,Really a nice product.,"Reviewed in the United States on April 27, 2020",No Data,1,POSITIVE,0.9867534041404724
5.0 out of 5 stars,"Great light set, and you can’t beat the price. Both the headlight and taillight have four lighting functions. Both lights are rechargeable, and the battery lasts a long time. The set is very light and compact. I usually remove the lights and easily carry them in my pocket while I am away from my bike. I am a daily bicycle commuter, but I love this so much I am going to order a second set for my wife’s bike to us on our occasional evening bike rides.","Reviewed in the United States on December 16, 2019",2 people found this helpful,1,POSITIVE,0.9911671280860901
5.0 out of 5 stars,"These are the second pair of lights I've tried, and they work GREAT.  The rear light has incredible battery life.  I've used it on multiple century rides (around 6-7 hrs) and it holds power the entire time, amazingly enough.  (When set to the flashing mode.)The front light holds battery well enough, but not nearly as long because it definitely puts out a higher luminescence.  I've used it on night rides and foggy mornings and it works great.  I can see well enough in front of me to avoid obstacles in the road.What's really cool about these lights is the size (very small and light), the battery life, and the ability to angle the mounts up and down.  This is especially helpful for the front light because you can either aim it straight (so cars can see you) or toward the ground (when night riding/to avoid obstacles), and you don't need multiple mounts to do this.  Highly recommend. :)","Reviewed in the United States on January 4, 2021",No Data,1,POSITIVE,0.9896089434623718
2.0 out of 5 stars,"First, the package was missing the strap to hold on the front light - I messaged them and they said to return the whole thing and order  new one, but I had already thrown out the packaging not realizing that the front strap was missing. I figured I would just use zip ties to hold it on, even though it is RIDIUCLOUS that they  don't even sell replacement straps. But the front light ONLY works while charging. Once you unplug it from the charger, it stops working. I threw the whole thing out and I'm ordering something else.","Reviewed in the United States on November 9, 2021",No Data,1,POSITIVE,0.9921289682388306
5.0 out of 5 stars,"I've purchased several bike lights from Amazon, and these are by far the best. They're attractive, they're bright (illuminating the rider AND the road), and they're at a very affordable price. The installation is easy, but I DID install the front light backwards the first time I used it (resulting in it falling off of the bike). It slides BACKWARDS into handlebar attachment. I've also used it as a flashlight when hiking and it works great.","Reviewed in the United States on January 31, 2021",No Data,1,POSITIVE,0.9886720180511475
4.0 out of 5 stars,"Very disappointed company has decided not to help me after all. I contacted the company to let them know the light does not work as advertised. Company assured me they would make it right. I have not heard from them at all since I requested a refund. No attempt to make it right or to offer me a replacement. Very disappointed. UPDATE 6-15-21. After I posted this review, I did hear from company and they did credit my account.","Reviewed in the United States on May 17, 2021",No Data,1,POSITIVE,0.9916069507598877
1.0 out of 5 stars,The tail light is bad. I couldn’t charge it as the charging usb point is very small for cable to fit in. While fitting in charging cable the rubber cap of usb got detached and it doesn’t go in. So basically it’s unusable now as without that cap I can’t use it in rain,"Reviewed in the United States on December 1, 2019",4 people found this helpful,1,POSITIVE,0.9914012551307678
5.0 out of 5 stars,"This little powerhouse of a flash light is very useful. I bought it mainly for walking my dog at night. My husband uses it for working on the car, plumbing and other hard to see areas where you just need a bright light.PROS- Lightweight, Charges quickly and holds the charge well.CONS- Switching between modes are tricky at first, compared to the Lumina brandTruly for the price you can't go wrong! It delivers.Hopefully I'll use it on my bike in the future, lol.","Reviewed in the United States on July 23, 2020",No Data,1,POSITIVE,0.9886218905448914
5.0 out of 5 stars,"We ordered 2 sets of these lights for biking at night, and they are perfect! The headlight is super bright and can illuminate a dark path so that you can see exactly where you're going. The tail light is also bright, we set it to slow strobe and cars in the neighborhood have no problem seeing us.  And because the lights are so bright, we can always see each other, even at a long distance. You can also turn the brightness to half in case its too bright for you.  Excellent lights.Also, customer service was extremely helpful, fast, and courteous in helping me resolve an issue with the attaching band, 100% satisfied!If you are still trying to decide which light set to buy for your bike, you really don't need to think anymore. Get this one, you'll be very pleased!","Reviewed in the United States on November 30, 2020",No Data,1,POSITIVE,0.986081600189209
3.0 out of 5 stars,"I have bought numerous sets of these lights, but I have stopped because of issues each time. Road performance is wonderful, but the front lights develop a charging issue and then can no longer be charged. Beware also of an issue on the tail lights- the on-and-off button eventually sinks deep into the plastic around it, making it impossible to press in to turn the unit on or off. So in conclusion, I have found these lights to not be a good investment because of their recurring issues.","Reviewed in the United States on October 8, 2020",No Data,1,POSITIVE,0.9875118732452393
4.0 out of 5 stars,"The headlight is great.  I use in my, mostly, day time rides.  Several drivers have made comments on the brightness, and irritating flashing feature.  I thank them.  The tail light is not so bright.  I wish they would have put as much thought in the tail light.  Battery life is a little disappointing.  After a long day out, I must recharge.  Overall, I'm pleased with this purchase.","Reviewed in the United States on February 12, 2020",One person found this helpful,1,POSITIVE,0.9885030388832092
5.0 out of 5 stars,These lights are actually alot brighter than I thought and the front light is very well built it all seems like it should have been alot more expensive VERY SATISFIED,"Reviewed in the United States on March 13, 2019",No Data,1,POSITIVE,0.9922359585762024
5.0 out of 5 stars,"Super bright. Great at night, but also provide that added visibility at dusk when its a bit harder to see bike around.So far, for the price, they are great!","Reviewed in the United States on April 19, 2020",No Data,1,POSITIVE,0.9873543381690979
2.0 out of 5 stars,The back taillight battery has a very short duration .,"Reviewed in the United States on February 11, 2021",No Data,1,POSITIVE,0.9927994012832642
2.0 out of 5 stars,The front light is OK. the rear is not powerful enough. not visible unless someone is very close to you. no wonder they do not list the lumens for the rear light,"Reviewed in the United States on September 30, 2021",No Data,1,POSITIVE,0.9912828207015991
5.0 out of 5 stars,Excellent light set.,"Reviewed in the United States on June 5, 2019",No Data,1,POSITIVE,0.9926880598068237
5.0 out of 5 stars,"Works great, haven't had to use it much so I don’t know how long the charge lasts","Reviewed in the United States on October 15, 2020",No Data,1,POSITIVE,0.9865162372589111
4.0 out of 5 stars,Liked it!!,"Reviewed in the United States on January 2, 2020",No Data,1,POSITIVE,0.9828512668609619
1.0 out of 5 stars,Every time I buy lights for my bike and I swear I got a million back lights but the front lights always won't fit on the handle bars,"Reviewed in the United States on March 25, 2019",One person found this helpful,1,POSITIVE,0.9916173815727234
5.0 out of 5 stars,"I love this light set.  They are the brightest lights I've ever had for my bike, and they are easy to install.","Reviewed in the United States on October 23, 2020",No Data,1,POSITIVE,0.9875583648681641
2.0 out of 5 stars,The product takes forever to charge up and then goes out about one hour into the ride.,"Reviewed in the United States on April 2, 2021",No Data,1,POSITIVE,0.9920404553413391
1.0 out of 5 stars,"Loved this item at first.  After charging and draining a second time, it wouldn't take any charge.  Two days past the return date.  So yeah I'm kinda bitter...","Reviewed in the United States on May 2, 2021",No Data,1,POSITIVE,0.992638111114502
1.0 out of 5 stars,"I bought this for my daughter's bike back in Dec'19.  The battery lasted until May'21, but when I went to recharge it for the second time it won't recharge.This is a major issue since the battery cell degraded over time.","Reviewed in the United States on June 4, 2021",No Data,1,POSITIVE,0.993703305721283
1.0 out of 5 stars,Battery life is pretty terrible and takes forever to charge. Today I hit a bump and the mount snapped and the light cannot be remounted.,"Reviewed in the United States on October 24, 2019",One person found this helpful,1,POSITIVE,0.9902618527412415
5.0 out of 5 stars,It is bright enough and charges fast.,"Reviewed in the United States on May 4, 2021",No Data,1,POSITIVE,0.9927747249603271
5.0 out of 5 stars,I like everything about it I don't have to worry about battery just charge it,"Reviewed in the United States on December 21, 2020",No Data,1,POSITIVE,0.9876910448074341
4.0 out of 5 stars,"It works.  Wished the headlight would last longer between charges, but it's about what's expected","Reviewed in the United States on December 21, 2019",No Data,1,POSITIVE,0.9913076758384705
5.0 out of 5 stars,"Over a year and they, the front and rear lights, are working as advertised. The other good thing is no one has run into me.","Reviewed in the United States on December 10, 2019",One person found this helpful,1,POSITIVE,0.9914596080780029
3.0 out of 5 stars,I am having a hard time getting a replacement because Amazon does not have a link for service to this customer.  I will try again when I have more time.  Battery life on my other units is fine so far.,"Reviewed in the United States on October 7, 2019",No Data,1,POSITIVE,0.9908218383789062
5.0 out of 5 stars,"These bike lights are bright, have good battery life & are a good value for the price.","Reviewed in the United States on January 4, 2021",No Data,1,POSITIVE,0.9896089434623718
5.0 out of 5 stars,"Great Light, easy to use and remove. I like it because I can throw them in my backpack so they don't get stolen and the mounts stay on the bike. Big fan of the two cords that come with it too.","Reviewed in the United States on June 2, 2020",No Data,1,POSITIVE,0.989000141620636
2.0 out of 5 stars,"Good product when it was working. But after 2 full charges, it stopped working. Showing green light after an overnight charge. But not switching on. Backlight still works. Issue with Head lights only.","Reviewed in the United States on December 2, 2021",One person found this helpful,1,POSITIVE,0.9913666844367981
5.0 out of 5 stars,Best value period,"Reviewed in the United States on December 17, 2019",No Data,1,POSITIVE,0.990727424621582
1.0 out of 5 stars,"Straight out of the box, the tail light worked well, but that only lasted until I needed to recharge the battery. That didn't work, and now the tail light is inoperable, trash.  Sucks!","Reviewed in the United States on March 15, 2021",No Data,1,POSITIVE,0.9917566776275635
5.0 out of 5 stars,"Great, slim, sleek light. Very bright. Would definitely buy again.","Reviewed in the United States on November 4, 2020",No Data,1,POSITIVE,0.9870784282684326
5.0 out of 5 stars,Super easy to install and move from bike to scooter. Extremely bright and love the different settings.,"Reviewed in the United States on August 24, 2019",No Data,1,POSITIVE,0.9922917485237122
5.0 out of 5 stars,Great bike Light,"Reviewed in the United States on March 4, 2021",No Data,1,POSITIVE,0.9922834038734436
5.0 out of 5 stars,Goid light and battery life. I will recommend it.,"Reviewed in the United States on November 8, 2021",No Data,1,POSITIVE,0.9922086000442505
5.0 out of 5 stars,Both lights are simple to mount and are much brighter than my previous (5 year old) lights. I can’t speak to the battery life because I’ve only used them a couple hours and they haven’t needed recharging yet.,"Reviewed in the United States on July 30, 2020",No Data,1,POSITIVE,0.9867666363716125
2.0 out of 5 stars,"2 of the front lights charged fine but 2 others took several hours, one took 8hrs the other still hasnt turned green...Maybe i shouldve purchased 1st ragher than buying 4 thinking it would be great...","Reviewed in the United States on October 1, 2020",No Data,1,POSITIVE,0.9875726699829102
5.0 out of 5 stars,Love this bike light and the fact that it is re-chargeable makes riding at night much better and safer!,"Reviewed in the United States on August 7, 2020",No Data,1,POSITIVE,0.9892033934593201
5.0 out of 5 stars,"So glad I bought it. Bright, easy to install and doesn't swing around. Great value for the money as well.","Reviewed in the United States on March 13, 2020",No Data,1,POSITIVE,0.9891334176063538
4.0 out of 5 stars,good,"Reviewed in the United States on August 2, 2019",No Data,1,POSITIVE,0.9917930960655212
4.0 out of 5 stars,I like the way they fit on my bike.  They were easy to install and they help me be noticed when riding in the twilight.,"Reviewed in the United States on December 10, 2018",No Data,1,POSITIVE,0.99029141664505
5.0 out of 5 stars,"I haven't installed or used the lights, yet, but I like how bright the head and tail lights are.  They appear to be very easy to install on my bike, too.","Reviewed in the United States on September 29, 2020",No Data,1,POSITIVE,0.9884693026542664
3.0 out of 5 stars,"Pretty good headlight except it has completely just stopped working except when on a charger after just a few months. Normal use, it might have gotten dropped a few times but never had any problems until all of a sudden it just won't hold a charge.","Reviewed in the United States on May 30, 2020",No Data,1,POSITIVE,0.9855815768241882
5.0 out of 5 stars,We bought 3 of these for our families bikes. I love that they are rechargeable. I haven’t had them long enough to comment on the battery life but we took a night ride and the lights worked great.,"Reviewed in the United States on October 14, 2020",No Data,1,POSITIVE,0.9868818521499634
3.0 out of 5 stars,"It was working well for the few times I used until lately. I charged last week, used for 30 min and tried to use today and both lights shut off on me","Reviewed in the United States on September 8, 2020",No Data,1,POSITIVE,0.9897927045822144
5.0 out of 5 stars,Plenty bright and stood up to my off road trails...good deal for the money.,"Reviewed in the United States on July 30, 2021",No Data,1,POSITIVE,0.991001546382904
3.0 out of 5 stars,The light is front heavy  and the holder is not on the weight center so the light rotates especially on a smaller diameter bar.The light is reasonably blight but you cannot change the zoom and quite wide.,"Reviewed in the United States on February 4, 2020",No Data,1,POSITIVE,0.9878116250038147
5.0 out of 5 stars,"Easy to mount and take off, super bright, makes me feel safe on the road, LOVE IT","Reviewed in the United States on July 28, 2021",No Data,1,POSITIVE,0.9910462498664856
5.0 out of 5 stars,Easy to install and a great light to see and be seen.,"Reviewed in the United States on August 25, 2021",No Data,1,POSITIVE,0.9930406808853149
5.0 out of 5 stars,light is awesome super brightcan see very far aheadvery happy with the purchase,"Reviewed in the United States on August 13, 2020",No Data,1,POSITIVE,0.9898508787155151
5.0 out of 5 stars,Really worth the price I paid.,"Reviewed in the United States on July 7, 2021",No Data,1,POSITIVE,0.9917628765106201
1.0 out of 5 stars,Light fell off and broke during first ride.  Crap.,"Reviewed in the United States on January 10, 2021",One person found this helpful,1,POSITIVE,0.9897451996803284
5.0 out of 5 stars,"The Lights work well for daylight and or night riding, nice and bright so you can easily be seen, easy to charge.","Reviewed in the United States on August 21, 2021",No Data,1,POSITIVE,0.9925850033760071
4.0 out of 5 stars,The mountain base and the light is not firm and the light falls with vibration. Everything I else works good and very bright.,"Reviewed in the United States on May 27, 2021",No Data,1,POSITIVE,0.9909924268722534
5.0 out of 5 stars,It is very bright I got my light for my,"Reviewed in the United States on October 27, 2020",No Data,1,POSITIVE,0.9855315685272217
5.0 out of 5 stars,Affordable and super bright! Charging takes awhile. Great light set for anyone riding at night.,"Reviewed in the United States on July 2, 2020",No Data,1,POSITIVE,0.9877432584762573
4.0 out of 5 stars,Basic lights that are bright and work well. Battery length could be longer,"Reviewed in the United States on September 12, 2019",No Data,1,POSITIVE,0.9928228855133057
5.0 out of 5 stars,Very bright front light with a good quality light housing. I am impressed with this light.,"Reviewed in the United States on August 27, 2020",No Data,1,POSITIVE,0.987608015537262
3.0 out of 5 stars,Front light is really great. Has good brightness. The rear light however doesn’t seem to have good battery life. Also the rear light is not so bright.,"Reviewed in the United States on October 19, 2020",No Data,1,POSITIVE,0.9872341752052307
5.0 out of 5 stars,Loved,"Reviewed in the United States on May 16, 2020",No Data,1,POSITIVE,0.9867317080497742
5.0 out of 5 stars,"Easy to install and use, very bright lights make it safe to use in the evening.","Reviewed in the United States on April 29, 2021",No Data,1,POSITIVE,0.9914762377738953
5.0 out of 5 stars,Easy to mount and super bright.,"Reviewed in the United States on March 1, 2021",No Data,1,POSITIVE,0.9933085441589355
5.0 out of 5 stars,"Bright light, fast charge, water resistant.","Reviewed in the United States on November 8, 2021",No Data,1,POSITIVE,0.9922086000442505
5.0 out of 5 stars,"Haven't tested a full battery cycle, but LOVE them!","Reviewed in the United States on May 4, 2020",No Data,1,POSITIVE,0.9877365827560425
5.0 out of 5 stars,Super bright light and last a long time,"Reviewed in the United States on October 16, 2020",No Data,1,POSITIVE,0.9861549735069275
5.0 out of 5 stars,These are by far the best lights ever.They are so bright in each setting. I have bought extras to put on my pack when I’m walking dog at night.,"Reviewed in the United States on January 17, 2020",No Data,1,POSITIVE,0.9829095602035522
5.0 out of 5 stars,Phenomenal light combo.  Very bright and love the flashlight tail light. Easy to place in bike and long battery life.  Bought one and then two more for kids bikes. Biking at night now is fun for them!,"Reviewed in the United States on May 22, 2020",No Data,1,POSITIVE,0.9862123727798462
5.0 out of 5 stars,Charge lasts all fay long. Back light turns off by itself. So you might check it up after 2 jours. Good product,"Reviewed in the United States on October 7, 2021",No Data,1,POSITIVE,0.9914669990539551
5.0 out of 5 stars,I was very surprised the quality and the brightness that has and for the price with very good thank you so much,"Reviewed in the United States on September 29, 2020",No Data,1,POSITIVE,0.9884693026542664
5.0 out of 5 stars,"Put the lights on my mountain bike,as soon as I got them. They came charged. Very good product for a very reasonable price.","Reviewed in the United States on March 15, 2020",No Data,1,POSITIVE,0.9875346422195435
5.0 out of 5 stars,Loving these lights so far. Extra bright.,"Reviewed in the United States on January 28, 2020",No Data,1,POSITIVE,0.981321394443512
5.0 out of 5 stars,Been on a few pitch black night rides and and for the money this thing does a great job.,"Reviewed in the United States on August 24, 2020",No Data,1,POSITIVE,0.9888741970062256
5.0 out of 5 stars,"Like the ease of installation and use. Front light is very bright, easy to switch across the multiple functions. Rear light OK, although a bit small. Battery life not an issue.","Reviewed in the United States on July 5, 2020",No Data,1,POSITIVE,0.9888334274291992
5.0 out of 5 stars,"Ok like it a lot.,... Works fine...","Reviewed in the United States on October 6, 2019",No Data,1,POSITIVE,0.9908237457275391
5.0 out of 5 stars,A terrific light and a great value,"Reviewed in the United States on July 26, 2019",No Data,1,POSITIVE,0.9907887578010559
2.0 out of 5 stars,front headlight is bright but barely lasts 2 hrs. in flashing mode.  Back light buttons are small and hard to manipulate.,"Reviewed in the United States on May 21, 2020",No Data,1,POSITIVE,0.9869131445884705
5.0 out of 5 stars,Easy to install. Super bright lights. Perfect for your bike without the hassle of trying to fixate a light on your bike.,"Reviewed in the United States on May 21, 2020",No Data,1,POSITIVE,0.9869131445884705
5.0 out of 5 stars,I use on my bike and take they kayaking.,"Reviewed in the United States on June 16, 2021",No Data,1,POSITIVE,0.9926245808601379
5.0 out of 5 stars,"Good value. Easy to install, and bright.","Reviewed in the United States on August 21, 2020",No Data,1,POSITIVE,0.9886689782142639
5.0 out of 5 stars,"These lights are great. They're both really bright and have a lot of different settings. I actually use the less bright setting to save battery, and its plenty bright enough.","Reviewed in the United States on September 27, 2020",No Data,1,POSITIVE,0.9875825047492981
5.0 out of 5 stars,Excellent product! I recommend to all my friends. I even recommended to people that I run into on the street while I'm riding my bike.,"Reviewed in the United States on February 21, 2020",No Data,1,POSITIVE,0.9874008297920227
4.0 out of 5 stars,"Well built and very bright. Easy to charge with the USB cable. The rubber protective tab on the charging port came off and seems a bit flimsy but otherwise solid product, dropped a few times and still works no problem.","Reviewed in the United States on October 16, 2019",No Data,1,POSITIVE,0.9900639653205872
5.0 out of 5 stars,"Great light, mounts easy, I like the different settings.","Reviewed in the United States on February 1, 2020",No Data,1,POSITIVE,0.9885265827178955
5.0 out of 5 stars,Very easy installation. Front light is very bright. Fast and easy recharge.,"Reviewed in the United States on July 6, 2021",No Data,1,POSITIVE,0.9921863079071045
5.0 out of 5 stars,"Nice set, bright front light, easy to charge with USB.  Good buy.","Reviewed in the United States on October 10, 2021",No Data,1,POSITIVE,0.9915886521339417
5.0 out of 5 stars,Great light,"Reviewed in the United States on February 16, 2020",No Data,1,POSITIVE,0.9870123267173767
5.0 out of 5 stars,"I didn't attach it properly, so it fell on the street and was run over by THREE cars. I went and picked it up afterwards with almost no hope that it would still be any good. I was shocked to learn that it still worked!! Very resistant!","Reviewed in the United States on December 13, 2019",One person found this helpful,1,POSITIVE,0.9920237064361572
1.0 out of 5 stars,Bicycle Front Headlight is not working properly. I can not charge it.,"Reviewed in the United States on November 18, 2020",One person found this helpful,1,POSITIVE,0.9878959655761719
1.0 out of 5 stars,Liked it until it stopped working and the tail light is fine but the headlight is dead and won't recharge!!,"Reviewed in the United States on September 28, 2021",No Data,1,POSITIVE,0.9912130236625671
5.0 out of 5 stars,Buena luminosidad,"Reviewed in the United States on May 28, 2021",No Data,1,POSITIVE,0.9913650751113892
5.0 out of 5 stars,"Ok this light is bright and good. You have like four settings bright, dim, flashing bright and dim flashing which is awesome.","Reviewed in the United States on August 20, 2019",No Data,1,POSITIVE,0.992485761642456
